E_HE1,E_LI1,E_C1,E_C2,E_C3,E_N2,E_N3,E_O1,E_O2,E_NE1,E_NE2,E_NA1,E_MG1,E_MG2,E_AL1,E_AL2,E_AL3,E_SI1,E_SI2,E_SI3,E_SI4,E_S1,E_S2,E_S3,E_CA1,E_CA2,E_SC1,E_SC2,E_TI1,E_TI2,E_V1,E_V2,E_CR1,E_CR2,E_MN1,E_FE1,E_FE2,E_FE3,E_CO1,E_NI1,E_CU1,E_ZN1,E_SR1,E_Y1,E_Y2,E_ZR1,E_ZR2,E_NB1,E_MO1,E_RU1,E_BA2,E_LA2,E_CE2,E_PR2,E_ND2,E_SM2,E_EU2,E_GD2,E_DY2,E_VEIL,E_FEH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.25747582,0.28,,,,,0.07,,,,0.01,0.03,,0.01,,,0.02,0.02,,,,,,0.01,0.05,,0.04,0.03,0.0,0.21,,0.01,0.0,0.1,0.01,0.0,,0.01,0.01,0.14,0.08,,,0.01,,,,,,0.01,0.0,,,0.19,,0.05,,,,0.006255097
,0.06,0.06,,,,,,,,,0.01,0.0,,0.0,,,0.0,0.08,,,,,,0.01,0.06,,0.03,0.01,0.01,0.13,,0.01,0.14,0.08,0.01,0.04,,0.05,0.0,0.06,0.01,,,0.11,,,,,,0.06,0.0,,,0.33,,,,,,0.020140903
,0.64386314,0.12,,,,,0.1,,,,0.05,0.03,,0.0,,,0.08,0.1,,,,,,0.02,0.12,0.04,0.0,0.06,0.12,0.04,,0.03,0.0,0.09,0.01,0.03,,0.04,0.01,0.08,0.07,,,0.17,0.13,0.07,,,,0.07,0.0,0.0,,0.1,,0.0,,,,0.03413632
,,0.05,,,,,0.05,,,,0.19,0.05,,,0.05,,0.14,,,,,,,0.2,,,0.05,0.18,0.17,0.14,,0.08,0.17,,,,,,0.65,,0.12,,,0.17,,,,,,,,,,0.15,,,,,,0.15
,,0.06,,,,,0.07,,,,0.02,0.03,,0.0,,,0.02,0.02,,,0.0,,,0.0,0.04,,0.05,0.1,0.0,0.13,,0.03,0.0,0.08,0.0,0.02,,0.29,0.0,0.19,0.04,,,0.06,,,,,,0.06,0.0,,,0.1,,,,,,0.023570174
,0.18780093,0.08,,,,,,,,,0.0,0.06,,0.0,,,0.02,0.06,,,0.0,,,0.0,0.06,0.2,0.04,0.02,0.01,0.08,,0.0,0.0,0.07,0.03,0.05,,0.08,0.0,0.03,0.05,,,0.05,,,,,,0.01,0.0,,,0.29,,,,,,0.008490562
,,0.01,,,,,0.07,,,,0.03,0.05,,0.0,,,0.08,0.1,,,,,,0.01,0.09,0.04,0.0,0.01,0.09,0.09,,0.02,0.0,0.07,0.01,0.03,,0.02,0.01,0.06,0.13,,,0.05,0.03,0.05,,,,0.09,0.0,0.0,,0.08,,0.0,,,,0.004979439
,0.3,0.03,,,,,0.07,,,,0.01,0.01,,0.0,,,0.06,0.09,,,,,,0.0,0.16,0.04,0.0,0.08,0.08,0.03,,0.01,0.0,0.04,0.01,0.02,,0.06,0.0,0.16,0.16,,,0.04,0.0,0.09,,0.0,,0.09,0.0,0.07,,0.13,,0.0,,,,0.01430216
,,0.08,,,,,,,,,0.05,0.12,,0.06,,,0.05,0.07,,,0.0,,,0.0,0.05,0.33,0.05,0.04,0.04,0.13,,0.06,0.0,0.13,0.0,0.0,,0.04,0.05,0.18,0.13,,,0.0,,0.08,,,,0.0,0.0,0.28,,0.14,,,,,,0.06398009
,0.3,0.28,,,,,0.1,,,,0.04,0.0,,0.07,,,0.07,0.05,,,,,,0.01,,0.02,0.0,0.01,0.1,0.08,,0.03,0.0,0.06,0.0,0.0,,0.09,0.01,0.13,0.04,,,0.01,0.0,0.14,,,,0.03,0.0,0.12,,0.1,,0.0,,,,0.07034321
,0.20865983,0.07,,,,,,,,,0.04,0.08,,0.15,,,0.03,0.06,,,0.13,,,0.04,,0.08,0.13,0.01,0.06,0.02,,0.08,0.18,0.09,0.0,0.0,,0.09,0.06,0.25,0.07,,,0.0,0.19,,,0.0,,0.0,0.0,,,0.17,,,,,,0.04880249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.05,,,,,0.06,,,,0.03,0.01,,0.01,,,0.12,0.14,,,,,,0.01,0.19,0.13,0.0,0.01,0.17,0.09,,0.01,0.0,0.11,0.01,0.1,,0.05,0.0,0.09,0.28,,,0.04,0.08,0.08,,0.0,,0.11,0.0,0.0,,0.12,,0.05,,,,0.06617729
,0.26060784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.21302705,,,,,,,,,,0.1,0.2,,0.05,,,0.17,0.03,,,,,,0.16,,0.11,0.16,0.17,0.12,0.18,,0.32,0.35,0.29,0.17,0.17,,0.18,0.25,0.34,0.16,,,0.22,0.05,,,,,0.09,,,,,,,,,,0.0
,0.105398566,0.02,,,,,0.07,,,,0.01,0.0,,0.02,,,0.06,0.09,,,,,,0.01,,0.03,0.0,0.06,0.11,0.06,,0.01,0.0,0.08,0.02,0.04,,0.04,0.02,0.1,0.03,,,0.08,0.04,0.07,,0.0,,0.05,0.0,0.09,,0.12,,0.0,,,,0.02288066
,0.14085613,0.05,,,,,,,,,0.38,0.11,,0.19,,,0.14,0.17,,,0.23,,,0.24,0.07,0.08,0.21,0.43,0.1,0.21,,0.36,0.4,0.14,0.21,0.15,,0.23,0.26,0.27,0.24,,,0.28,,,,,,0.13,,,,0.58,,,,,,0.0
,0.15776695,0.04,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.05,,,0.08,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,,0.0,0.17,0.21,0.0,0.0,,0.0,0.0,0.23,0.04,,,0.0,0.15,,,,,0.0,0.0,0.09,,0.27,,0.04,,,,0.021204768
,0.23730479,0.07,,,,,,,,,0.05,0.0,,0.02,,,0.01,0.06,,,0.0,,,0.0,0.1,,0.03,0.04,0.03,0.16,,0.01,0.0,0.07,0.04,0.05,,0.15,0.01,0.13,0.09,,,0.01,,,,,,0.1,0.0,,,0.24,,,,,,0.0255991
,0.07,0.05,,,,,,,,,0.23,0.13,,0.19,,,0.13,0.1,,,0.09,,,0.2,,0.1,0.28,0.31,0.23,0.33,,0.28,0.46,0.18,0.2,0.1,,0.3,0.25,0.38,0.41,,,0.28,0.32,,,,,0.17,,,,0.52,,,,,,0.0
,,0.06,,,,,0.06,,,,0.02,0.06,,,0.06,,0.2,,,,,,,0.26,,,0.06,0.03,0.17,0.21,,0.09,0.19,0.13,,,,,0.31,,0.14,,,0.15,,,,,,0.18,,,,0.25,,,,,,0.05
,,0.06,,,,,0.06,,,,,0.06,,,0.06,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
,,0.05,,,,,0.06,,,,0.26,0.07,,0.09,,,0.14,0.12,,,,,,0.19,0.07,0.05,0.17,0.24,0.22,0.12,,0.23,0.29,0.14,0.0,0.0,,0.13,0.23,0.24,0.1,,,0.0,0.13,,,,,0.0,0.0,0.0,,0.26,,,,,,0.07736858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.09,,,,,0.09,,,,0.17,0.09,,,0.09,,,,,,,,,,,0.23,0.09,0.19,0.36,,,0.36,0.31,,0.31,0.43,,,0.03,,0.27,,,0.08,,,,,,,,,,,,,,,,0.1
,0.17,0.08,,,,,,,,,0.04,0.12,,0.18,,,0.06,0.13,,,0.16,,,0.16,,,0.34,0.34,0.24,0.18,,0.26,0.59,0.19,0.2,0.15,,0.69,0.29,0.18,0.2,,,0.05,0.23,,,,,0.21,,0.14,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031988725,,,,0.035306647,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.17248611,0.08,,,,,,,,,0.22,0.15,,0.12,,,0.19,0.07,,,0.1,,,0.16,,,0.19,0.54,0.19,0.2,,0.25,0.29,0.12,0.21,0.2,,0.29,0.22,0.23,0.13,,,0.26,0.23,,,,,0.06,,,,0.32,,,,,,0.0
,,0.06,,,,,0.06,,,,0.68,0.06,,,0.06,,0.18,,,,,,,0.15,,,0.06,0.42,0.12,,,0.18,0.18,0.12,,,,0.1,0.27,,0.13,,,0.11,,,,,,0.17,,,,0.46,,,,,,0.05
,0.3,0.13,,,,,0.07,,,,0.01,0.08,,0.0,,,0.13,0.02,,,,,,0.0,0.09,0.08,0.0,0.09,0.12,0.12,,0.02,0.0,0.07,0.0,0.06,,0.1,0.03,0.14,0.03,,,0.04,0.07,0.07,,0.0,,0.09,0.0,0.0,,0.11,,0.0,,,,0.026811628
,,0.05,,,,,0.05,,,,,0.05,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
,0.06,0.05,,,,,,,,,0.0,0.0,,0.12,,,0.0,0.25,,,0.59,,,0.0,0.08,0.09,0.0,0.0,0.0,0.0,,0.0,0.3,0.09,0.0,0.0,,0.0,0.0,0.25,0.05,,,0.0,,,,,,0.0,,,,0.27,,,,,,0.0
,0.3,0.01,,,,,0.06,,,,0.01,0.01,,0.07,,,0.09,0.1,,,,,,0.01,0.23,0.01,0.0,0.06,0.07,0.06,,0.02,0.0,0.05,0.01,0.04,,0.02,0.02,0.09,0.1,,,0.05,0.0,0.04,,,,0.08,0.0,0.11,,0.14,,0.0,,,,0.023577083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.06,,,,,0.07,,,,0.03,0.01,,0.01,,,0.07,0.09,,,,,,0.03,0.13,0.07,0.0,0.07,0.08,0.06,,0.02,0.0,0.05,0.0,0.01,,0.0,0.02,0.11,0.07,,,0.08,0.06,0.13,,0.0,,0.08,0.0,0.08,,0.13,,0.0,,,,0.017587077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.28727734,0.08,,,,,,,,,0.02,0.03,,0.06,,,0.05,0.03,,,,,,0.06,,0.03,0.07,0.06,0.0,0.01,,0.06,0.0,0.19,0.0,0.0,,0.06,0.01,0.2,0.21,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.2,,,,,,0.043249384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0118785,,,,0.0211547,,,,,,,,,,,,,,,,,,,,,0.0
,0.21197909,,,,,,,,,,,,,,,,0.052128386,,,,,,,,,,,,,,,,,,0.036375344,,,,0.0390353,,,,,,,,,,,,,,,,,,,,,0.0
,,0.06,,,,,0.06,,,,,0.06,,,0.06,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
,,0.06,,,,,,,,,0.33,0.12,,0.05,,,0.19,0.47,,,0.17,,,0.28,0.13,,0.19,0.23,0.24,0.14,,0.22,0.23,0.1,0.2,0.17,,0.12,0.2,0.13,0.15,,,0.25,0.08,0.12,,,,0.1,,,,0.28,,0.24,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3490163,,,,,,,,,,0.12,0.04,,0.06,,,0.05,0.04,,,,,,0.11,,0.01,0.08,0.04,0.05,0.03,,0.01,0.0,0.24,0.0,0.0,,0.01,0.04,0.04,0.22,,,0.0,0.09,0.16,,0.0,,0.0,0.0,,,0.16,,0.0,,,,0.045118004
,0.06,0.06,,,,,0.07,,,,0.04,0.01,,0.0,,,0.08,,,,,,,0.01,,0.02,0.0,0.06,0.14,0.05,,0.04,0.0,0.1,0.0,0.0,,0.1,0.04,0.11,0.16,,,0.06,0.01,0.11,,0.0,,0.15,0.0,0.08,,0.13,,0.0,,,,0.0055517224
,,0.08,,,,,,,,,0.01,0.01,,0.06,,,0.01,0.06,,,0.0,,,0.0,0.06,,0.01,0.01,0.01,0.14,,0.02,0.12,0.12,0.02,0.02,,0.13,0.02,0.27,0.08,,,0.04,,,,,,0.02,0.0,,,0.33,,0.05,,,,0.029147714
,,,,,,,,,,,0.63,0.07,,0.2,,,0.13,0.47,,,0.28,,,0.04,,0.12,0.0,0.24,0.49,0.07,,0.26,0.35,0.12,0.0,0.0,,0.15,0.16,0.23,,,,0.4,0.23,0.08,,,,,0.05,0.55,,0.07,,0.03,,,,0.040363014
,,0.5,,,,,,,,,0.01,0.08,,0.05,,,0.13,,,,,,,0.08,,0.01,0.0,0.08,0.32,0.03,,0.02,0.26,0.14,0.04,0.07,,0.02,0.08,0.22,0.3,,,0.0,0.01,0.09,,0.0,,0.06,0.0,0.14,,0.12,,0.0,,,,0.099711746
,0.29573134,,,,,,,,,,0.53,0.22,,0.15,,,0.15,0.33,,,,,,0.27,,0.2,0.03,0.31,0.09,0.11,,0.13,0.18,0.16,0.0,0.0,,0.16,0.25,0.23,0.04,,,0.0,0.13,,,,,0.0,,,,0.39,,,,,,0.007070743
,,0.05,,,,,0.05,,,,,0.05,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.24379139,0.06,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.06,,,0.05,,,0.0,0.09,,0.0,0.0,0.0,0.0,,0.0,0.12,0.1,0.0,0.0,,0.0,0.0,0.21,0.03,,,0.0,0.15,,,,,0.0,,,,0.2,,0.0,,,,0.007070766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.04,,,,,0.07,,,,0.01,0.06,,0.01,,,0.09,0.06,,,,,,0.02,0.24,0.01,0.0,0.02,0.07,0.0,,0.01,0.0,0.04,0.02,0.0,,0.0,0.02,0.08,0.2,,,0.07,0.03,0.07,,0.0,,0.03,0.0,0.07,,0.11,,0.0,,,,0.02755691
,0.62808996,0.02,,,,,,,,,0.05,0.01,,0.01,,,0.01,0.09,,,0.0,,,0.01,0.12,0.04,0.02,0.0,0.0,0.03,,0.02,0.08,0.13,0.04,0.0,,0.08,0.01,0.09,0.17,,,0.25,0.0,,,,,0.0,0.0,,,0.14,,,,,,0.022526985
,0.45341158,0.16,,,,,0.07,,,,0.02,0.01,,0.02,,,0.06,0.16,,,,,,0.01,,0.01,0.0,0.06,0.09,0.04,,0.01,0.0,0.22,0.02,0.06,,0.04,0.02,0.09,0.07,,,0.07,0.02,0.08,,0.0,,0.03,0.0,0.03,,0.09,,0.0,,,,0.03179854
,0.22906548,0.05,,,,,0.1,,,,0.35,0.3,,,,,0.14,0.18,,,0.13,,,0.33,0.07,0.08,0.2,0.8,0.22,0.54,,0.34,0.21,0.21,0.28,0.23,,0.23,0.3,0.15,0.13,,,0.23,,,,,,0.27,,,,0.09,,,,,,0.3450719
,,0.05,,,,,0.05,,,,,0.05,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
,0.07,0.08,,,,,0.09,,,,0.04,0.03,,0.02,,,0.08,0.02,,,0.0,,,0.01,0.14,0.01,0.0,0.04,0.07,0.1,,0.02,0.0,0.09,0.0,0.01,,0.02,0.02,0.12,0.08,,,0.02,0.21,0.09,,,,0.05,0.0,0.11,,0.1,,0.0,,,,0.008225164
,0.3,0.05,,,,,0.07,,,,0.01,0.05,,0.02,,,0.12,0.06,,,,,,0.03,0.08,0.01,0.0,0.07,0.3,0.02,,0.01,0.0,0.12,0.0,0.02,,0.03,0.03,0.1,0.2,,,0.02,0.05,0.07,,,,0.05,0.0,0.08,,0.09,,0.0,,,,0.03850634
,0.17128906,0.09,,,,,0.08,,,,0.3,0.16,,0.09,0.08,,0.18,0.08,,,0.19,,,0.17,,,0.2,0.26,0.19,0.24,,0.22,0.42,0.19,0.2,0.25,,0.23,0.2,0.13,0.2,,,0.25,,,,,,0.04,,,,0.49,,0.31,,,,0.0
,,0.1,,,,,0.1,,,,0.03,0.01,,0.03,,,0.12,0.21,,,,,,0.01,,0.03,0.0,0.08,0.09,0.08,,0.01,0.0,0.09,0.02,0.03,,0.01,0.01,0.05,0.12,,,0.09,0.08,0.09,,0.0,,0.02,0.0,0.04,,0.12,,0.0,,,,0.012746225
,0.1,0.11,,,,,0.14,,,,0.01,0.03,,0.0,,,0.07,0.37,,,,,,0.02,,0.06,0.0,0.08,0.14,0.09,,0.0,0.0,0.06,0.02,0.02,,0.04,0.01,0.05,0.07,,,0.06,0.04,0.1,,0.0,,0.08,0.0,0.17,,0.07,,0.0,,,,0.026654825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.30032918,0.07,,,,,,,,,0.03,0.17,,0.12,,,0.01,0.1,,,0.0,,,0.0,0.09,0.0,0.0,0.04,0.07,0.02,,0.06,0.0,0.06,0.0,0.0,,0.03,0.01,0.14,0.2,,,0.0,,,,,,0.0,0.0,,,0.22,,,,,,0.017772438
,,0.15,,,,,,,,,0.12,0.07,,0.05362476,,,0.19,,,,,,,0.13,,0.04,0.2,0.21,0.08,0.22,,0.18,0.18,0.18,0.12,0.11,,0.22,0.22,,,,,0.29,,,,,,0.37,,0.57,,0.09,,,,,,0.021204714
,0.3,0.05,,,,,,,,,0.08,0.31,,0.11,,,0.16,0.03,,,0.09,,,0.2,,0.19,0.2,0.29,0.18,0.25,,0.26,0.38,0.32,0.18,0.27,,0.21,0.26,0.29,0.29,,,0.25,0.41,,,,,0.17,,,,0.23,,,,,,0.0
,,0.07,,,,,0.07,,,,,0.07,,,0.07,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
,,0.06,,,,,0.06,,,,,0.06,,,0.06,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
,0.06,0.05,,,,,0.07,,,,0.05,0.01,,0.01,,,0.1,0.09,,,,,,0.0,,0.01,0.0,0.02,0.07,0.01,,0.0,0.0,0.09,0.02,0.01,,0.04,0.02,0.09,0.15,,,0.03,0.01,0.04,,0.0,,0.05,0.0,0.11,,0.11,,0.0,,,,0.011673359
,0.07,0.05,,,,,0.07,,,,0.0,0.06,,0.03,,,0.08,0.08,,,,,,0.01,0.08,0.05,0.0,0.01,0.09,0.04,,0.01,0.0,0.11,0.03,0.02,,0.03,0.02,0.04,0.09,,,0.03,0.0,,,,,0.1,0.25,,,0.08,,0.05,,,,0.017772406
,0.16963877,0.05,,,,,,,,,0.0,0.0,,0.01,,,0.03,0.03,,,0.0,,,0.0,0.07,0.07,0.03,0.02,0.0,0.11,,0.01,0.0,0.08,0.03,0.05,,0.08,0.01,0.11,0.09,,,0.01,,,,,,0.04,0.0,,,0.23,,0.05,,,,0.018470453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.03,,,,,0.07,,,,0.01,0.02,,0.01,,,0.09,0.13,,,,,,0.03,,0.06,0.0,0.05,0.08,0.06,,0.01,0.0,0.13,0.0,0.03,,0.06,0.04,0.07,0.14,,,0.04,0.05,0.06,,0.0,,0.07,0.0,0.07,,0.09,,0.0,,,,0.023284873
,0.74702615,,,,,,,,,,0.01,0.05,,0.02,,,0.08,0.33,,,,,,0.01,0.09,0.04,0.05,0.02,0.08,0.04,,0.0,0.1,0.16,0.0,0.0,,0.01,0.0,0.15,0.07,,,0.0,0.0,,,0.0,,0.0,,,,0.14,,0.06,,,,0.04234271
,,0.05,,,,,0.05,,,,,0.05,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
,0.06,0.02,,,,,0.08,,,,0.01,0.02,,0.02,,,0.11,0.15,,,,,,0.02,0.09,0.0,0.0,0.02,0.13,0.02,,0.03,0.0,0.05,0.01,0.12,,0.03,0.02,0.1,0.09,,,0.09,0.03,0.09,,0.0,,0.09,0.0,0.04,,0.12,,0.0,,,,0.02219172
,0.3,0.1,,,,,0.07,,,,0.01,0.02,,0.03,,,0.08,0.14,,,,,,0.02,0.09,0.01,0.0,0.05,0.1,0.1,,0.02,0.0,0.15,0.02,0.02,,0.1,0.01,0.07,0.16,,,0.05,0.06,0.06,,0.0,,0.08,0.0,0.1,,0.1,,0.0,,,,0.019514246
,,0.06,,,,,,,,,0.0,0.03,,0.05,,,0.02,0.07,,,0.0,,,0.01,0.04,,0.01,0.02,0.01,0.15,,0.01,0.0,0.11,0.02,0.01,,0.22,0.01,0.04,0.04,,,0.04,,,,,,0.06,0.0,,,0.25,,0.04,,,,0.018286241
,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.17,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.20003605,0.05,,,,,,,,,0.05,0.01,,0.02,,,0.04,0.1,,,,,,0.02,0.06,0.07,0.06,0.03,0.08,0.08,,0.01,0.06,0.12,0.0,0.0,,0.0,0.0,0.02,0.16,,,0.0,,,,,,0.0,0.0,,,0.22,,0.04,,,,0.029466687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.02,0.41,,0.03,,,0.11,,,,,,,0.31,,0.58,0.45,0.17,0.16,0.49,,0.28,0.49,0.43,0.0,0.0,,0.0,0.02,,,,,,0.0,,,,,0.0,,,,0.28,,0.0,,,,0.056409143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.02,,,,,0.12,,,,0.04,0.01,,0.0,,,0.14,0.17,,,,,,0.08,,0.11,0.0,0.03,0.11,0.08,,0.06,0.0,0.5,0.0,0.06,,0.07,0.01,0.09,0.07,,,0.01,0.06,0.11,,0.0,,0.03,0.0,0.04,,0.09,,0.0,,,,0.015162123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.06,,,,,0.01,,,,0.01,0.05,,0.02,,,0.23,0.06,,,,,,0.02,0.19,0.06,0.0,0.04,0.08,0.08,,0.02,0.0,0.08,0.01,0.01,,0.03,0.02,0.07,0.2,,,0.01,0.0,0.09,,,,0.06,0.0,0.09,,0.1,,0.0,,,,0.041329265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,0.04,,,,,0.43,,,,0.0,0.23,,0.06,,,0.0,0.04,,,0.0,,,0.0,0.06,0.06,0.0,0.0,0.0,0.52,,0.0,0.0,0.14,0.0,0.0,,0.27,0.0,0.18,0.06,,,0.0,,0.1,,,,0.0,0.0,,,0.01,,,,,,0.021204773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,0.12,0.09,,0.2,,,0.05,0.13,,,0.28,,,0.13,,0.12,0.28,0.06,0.23,0.09,,0.3,0.46,0.16,0.0,0.0,,0.1,0.09,0.36,0.37,,,0.23,,,,,,0.01,,,,0.13,,0.0,,,,0.021204771
,,,,,,,,,,,0.59,0.3,,0.01,,,0.07,,,,,,,0.09,0.01,,0.36,0.92,0.1,,,0.59,,,0.42,0.23,,,0.52,,0.16,,,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.04,,,,,0.08,,,,0.25,0.22,,0.05,,,0.05,0.06,,,0.15,,,0.21,0.06,0.07,0.12,0.23,0.1,0.21,,0.29,0.16,0.29,0.14,0.11,,0.09,0.27,0.16,0.04,,,0.17,0.12,,,,,0.13,,,,0.3,,,,,,0.0
,0.55209625,,,,,,0.01,,,,0.04,0.01,,0.02,,,0.07,0.19,,,,,,0.03,,0.02,0.0,0.0,0.07,0.04,,0.03,0.0,0.05,0.01,0.01,,0.03,0.01,0.12,0.13,,,0.04,0.2,0.06,,0.0,,0.03,0.0,0.08,,0.1,,0.0,,,,0.024094837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.07,,,,,0.01,,,,0.01,0.0,,0.02,,,0.07,0.05,,,,,,0.01,0.22,0.06,0.0,0.02,0.06,0.07,,0.03,0.0,0.07,0.0,0.01,,0.01,0.01,0.13,0.05,,,0.01,0.0,0.12,,0.0,,0.04,0.0,0.1,,0.13,,0.0,,,,0.029038813
,0.06,0.08,,,,,0.03,,,,0.0,0.02,,0.03,,,0.06,0.1,,,,,,0.0,,0.0,0.0,0.03,0.15,0.08,,0.01,0.0,0.1,0.03,0.1,,0.07,0.01,0.02,0.2,,,0.11,0.0,0.09,,0.0,,0.08,0.0,0.04,,0.08,,0.0,,,,0.037663225
,0.2664733,0.08,,,,,0.15,,,,0.1,0.07,,0.35,,,0.2,0.22,,,,,,0.12,,0.17,0.32,0.36,0.18,0.19,,0.48,0.35,0.07,0.22,0.29,,0.5,0.3,,,,,0.19,0.03,,,,,,,0.14,,0.25,,,,,,0.0
,,0.09,,,,,0.01,,,,0.02,0.04,,0.0,,,0.09,0.09,,,,,,0.0,0.1,0.13,0.0,0.04,0.14,0.09,,0.07,0.0,0.1,0.01,0.05,,0.03,0.0,0.08,0.02,,,0.08,0.1,0.18,,,,0.02,0.0,0.11,,0.17,,0.0,,,,0.022914104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.58758426,0.02,,,,,0.01,,,,0.03,0.0,,0.03,,,0.06,0.06,,,,,,0.01,0.12,0.06,0.0,0.02,0.09,0.04,,0.03,0.0,0.08,0.01,0.01,,0.08,0.01,0.09,0.03,,,0.04,0.06,0.16,,,,0.12,0.0,0.04,,0.15,,0.0,,,,0.024897201
,0.07,0.03,,,,,0.11,,,,0.01,0.04,,0.02,,,0.05,0.13,,,,,,0.02,0.01,0.0,0.0,0.03,0.11,0.02,,0.01,0.0,0.09,0.02,0.03,,0.01,0.0,0.06,0.02,,,0.02,0.07,0.07,,0.0,,0.09,0.0,0.08,,0.08,,0.0,,,,0.031919993
,,0.12,,,,,0.04,,,,0.03,0.02,,0.01,,,0.09,0.2,,,,,,0.01,,0.06,0.0,0.08,0.16,0.11,,0.01,0.0,0.22,0.02,0.09,,0.09,0.01,0.06,0.17,,,0.11,0.01,0.25,,0.0,,0.17,0.0,0.09,,0.21,,0.0,,,,0.02955988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
